instance,relation_id,technique,observability_category,doubt,selected_rule,selected_hit_count,anomaly_candidate_hits,relation_raw,system_label_raw,candidate_flow,time_delta_ms,direction,relation_ips_ports,neighbor_flows,automatic_judgement_not_gold,human_question,human_decision,human_selected_flow_ids,reviewer,reviewed_at,review_notes
snoopy,80842bc04e9c4af997e0e660151a77cd,T1078,D,False,R3+R4,228702,0,"{""id"":""80842bc04e9c4af997e0e660151a77cd"",""event_uids"":[""681743-start""],""instance_name"":""snoopy"",""query"":""any where log_file : \""flows.log\"" and instance_name == \""snoopy\"" and string(src_ip) like \""10.35.*.10\"" and string(dst_ip) like \""10.35.154.11\"" and string(dst_port) like \""5000\"" and timestamp >= \""2024-05-18 04:50:21.414\"" and timestamp <= \""2024-05-18 04:58:22.044\"""",""data"":{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.154.11"",""src_port"":"""",""dst_port"":""5000"",""start_time"":""2024-05-18 04:50:21.414"",""end_time"":""2024-05-18 04:58:22.044""},""labelled_by"":[[""auto-ip-port"",""12/09/2024 8:00:00""]],""rejected_by"":[]}","{""id"":""5c45e893a8004ff789c91703afdff15a"",""technique"":""T1078: Valid Accounts"",""event_uids"":[""681743-start""],""instance_name"":""snoopy"",""explanation"":"""",""doubt"":false,""labelled_by"":[[""validation1"",""2025-02-23 18:54:25""]],""rejected_by"":[]}","{""flow_row"":1796423,""timestamp"":""2024-05-18T04:50:21.422000"",""src_ip"":""10.35.154.10"",""dst_ip"":""10.35.154.11"",""src_port"":56930,""dst_port"":5000,""time_delta_ms_from_relation_start"":8.0}",8.0,both,"{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.154.11"",""src_port"":"""",""dst_port"":""5000"",""start_time"":""2024-05-18 04:50:21.414"",""end_time"":""2024-05-18 04:58:22.044""}","[{""row"":1796422,""ts"":""2024-05-18T04:50:21.422000"",""src"":""10.35.154.10"",""dst"":""172.18.0.2"",""sp"":56930,""dp"":5000},{""row"":1796423,""ts"":""2024-05-18T04:50:21.422000"",""src"":""10.35.154.10"",""dst"":""10.35.154.11"",""sp"":56930,""dp"":5000},{""row"":1796424,""ts"":""2024-05-18T04:50:21.422000"",""src"":""172.18.0.2"",""dst"":""10.35.154.10"",""sp"":5000,""dp"":56930}]",自动规则得到多条Flow；尚不能认定每条都承载该Technique。,这些Flow是同一活动的双向/重复记录，还是需要进一步选择anchor？,,,,,
moderne,5eeaa36d9cdc472cb1b5e483d5ab7df3,T1105,C,False,R3+R4,2,0,"{""id"":""5eeaa36d9cdc472cb1b5e483d5ab7df3"",""event_uids"":[""53407-start""],""instance_name"":""moderne"",""query"":""any where log_file : \""flows.log\"" and instance_name == \""moderne\"" and string(src_ip) like \""10.35.*.10\"" and string(dst_ip) like \""91.134.86.215\"" and string(dst_port) like \""30000\"" and timestamp >= \""2024-05-17 23:00:07.242\"" and timestamp <= \""2024-05-17 23:00:53.825\"""",""data"":{""src_ip"":""10.35.*.10"",""dst_ip"":""91.134.86.215"",""src_port"":"""",""dst_port"":""30000"",""start_time"":""2024-05-17 23:00:07.242"",""end_time"":""2024-05-17 23:00:53.825""},""labelled_by"":[[""auto-ip-port"",""12/09/2024 8:00:00""]],""rejected_by"":[]}","{""id"":""21e86ac8ef014c9d9a5f9d60909c470b"",""technique"":""T1105: Ingress Tool Transfer"",""event_uids"":[""53407-start""],""instance_name"":""moderne"",""explanation"":"""",""doubt"":false,""labelled_by"":[[""validation2"",""2025-03-11 16:13:27""]],""rejected_by"":[]}","{""flow_row"":280782,""timestamp"":""2024-05-17T23:00:07.259000"",""src_ip"":""10.35.165.10"",""dst_ip"":""91.134.86.215"",""src_port"":35938,""dst_port"":30000,""time_delta_ms_from_relation_start"":17.0}",17.0,both,"{""src_ip"":""10.35.*.10"",""dst_ip"":""91.134.86.215"",""src_port"":"""",""dst_port"":""30000"",""start_time"":""2024-05-17 23:00:07.242"",""end_time"":""2024-05-17 23:00:53.825""}","[{""row"":280782,""ts"":""2024-05-17T23:00:07.259000"",""src"":""10.35.165.10"",""dst"":""91.134.86.215"",""sp"":35938,""dp"":30000},{""row"":280783,""ts"":""2024-05-17T23:00:07.259000"",""src"":""91.134.86.215"",""dst"":""10.35.165.10"",""sp"":62611,""dp"":30000},{""row"":280784,""ts"":""2024-05-17T23:00:07.259000"",""src"":""10.35.165.10"",""dst"":""91.134.86.215"",""sp"":30000,""dp"":62611}]",自动规则得到多条Flow；尚不能认定每条都承载该Technique。,这些Flow是同一活动的双向/重复记录，还是需要进一步选择anchor？,,,,,
ravissant,88f8be973ea8411893cc5b91f85f4642,T1570,C,False,R3+R4,4,0,"{""id"":""88f8be973ea8411893cc5b91f85f4642"",""event_uids"":[""266427-intranet""],""instance_name"":""ravissant"",""query"":""any where log_file : \""flows.log\"" and instance_name == \""ravissant\"" and string(src_ip) like \""10.135.*.10\"" and string(dst_ip) like \""10.135.215.20\"" and string(dst_port) like \""8383\"" and timestamp >= \""2024-05-18 02:34:17.827\"" and timestamp <= \""2024-05-18 02:34:44.023\"""",""data"":{""src_ip"":""10.135.*.10"",""dst_ip"":""10.135.215.20"",""src_port"":"""",""dst_port"":""8383"",""start_time"":""2024-05-18 02:34:17.827"",""end_time"":""2024-05-18 02:34:44.023""},""labelled_by"":[[""auto-ip-port"",""12/09/2024 8:00:00""]],""rejected_by"":[]}","{""id"":""9112c5c0bfe54aab8dc0ceb6222dd0ce"",""technique"":""T1570: Lateral Tool Transfer"",""event_uids"":[""266427-intranet"",""266434-intranet""],""instance_name"":""ravissant"",""explanation"":"""",""doubt"":false,""labelled_by"":[[""validation2"",""2025-03-11 11:05:05""]],""rejected_by"":[]}","{""flow_row"":296104,""timestamp"":""2024-05-18T02:34:17.835000"",""src_ip"":""10.135.215.10"",""dst_ip"":""10.135.215.20"",""src_port"":57390,""dst_port"":8383,""time_delta_ms_from_relation_start"":8.0}",8.0,both,"{""src_ip"":""10.135.*.10"",""dst_ip"":""10.135.215.20"",""src_port"":"""",""dst_port"":""8383"",""start_time"":""2024-05-18 02:34:17.827"",""end_time"":""2024-05-18 02:34:44.023""}","[{""row"":296103,""ts"":""2024-05-18T02:34:17.835000"",""src"":""172.18.0.4"",""dst"":""10.135.215.20"",""sp"":57390,""dp"":8383},{""row"":296104,""ts"":""2024-05-18T02:34:17.835000"",""src"":""10.135.215.10"",""dst"":""10.135.215.20"",""sp"":57390,""dp"":8383},{""row"":296105,""ts"":""2024-05-18T02:34:17.836000"",""src"":""10.135.215.20"",""dst"":""172.18.0.4"",""sp"":8383,""dp"":57390}]",自动规则得到多条Flow；尚不能认定每条都承载该Technique。,这些Flow是同一活动的双向/重复记录，还是需要进一步选择anchor？,,,,,
arthur,2a8fd304a5ad4960a2b1f199621d7e31,T1595,B,True,R5,0,0,"{""id"":""2a8fd304a5ad4960a2b1f199621d7e31"",""event_uids"":[""66102-start""],""instance_name"":""arthur"",""query"":""any where log_file : \""flows.log\"" and instance_name == \""arthur\"" and string(src_ip) like \""10.35.*.10\"" and cidrMatch(dst_ip, \""10.35.166.1/24\"") and timestamp >= \""2024-05-18 02:04:44.568\"" and timestamp <= \""2024-05-18 02:05:45.787\"""",""data"":{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.166.1/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-18 02:04:44.568"",""end_time"":""2024-05-18 02:05:45.787""},""labelled_by"":[[""auto-cidr"",""12/09/2024 8:00:00""]],""rejected_by"":[]}","{""id"":""908a1b446099480eb355502578384fee"",""technique"":""T1595: Active Scanning"",""event_uids"":[""66102-start""],""instance_name"":""arthur"",""explanation"":"""",""doubt"":true,""labelled_by"":[[""auto-triggers"",""12/09/2024 8:00:00""]],""rejected_by"":[]}",,,,"{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.166.1/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-18 02:04:44.568"",""end_time"":""2024-05-18 02:05:45.787""}","[{""row"":352750,""ts"":""2024-05-18T02:04:45.166000"",""src"":""36.91.166.34"",""dst"":""10.135.166.10"",""sp"":57194,""dp"":22},{""row"":352751,""ts"":""2024-05-18T02:04:45.166000"",""src"":""10.135.166.10"",""dst"":""36.91.166.34"",""sp"":22,""dp"":57194},{""row"":352752,""ts"":""2024-05-18T02:04:45.705000"",""src"":""92.222.186.1"",""dst"":""10.35.166.10"",""sp"":0,""dp"":8}]",R5：自动规则未命中；异常诊断候选不得用于训练。,relation是否存在地址/时间/成员错误，还是确实无对应Flow？,,,,,
bonjour,ee7436fb00284f5891cb4f0c4547c14d,T1595,B,True,R5,0,0,"{""id"":""ee7436fb00284f5891cb4f0c4547c14d"",""event_uids"":[""198669-start""],""instance_name"":""bonjour"",""query"":""any where log_file : \""flows.log\"" and instance_name == \""bonjour\"" and string(src_ip) like \""10.35.*.10\"" and cidrMatch(dst_ip, \""10.35.230.10/24\"") and timestamp >= \""2024-05-18 02:37:03.926\"" and timestamp <= \""2024-05-18 02:37:39.032\"""",""data"":{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.230.10/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-18 02:37:03.926"",""end_time"":""2024-05-18 02:37:39.032""},""labelled_by"":[[""auto-cidr"",""12/09/2024 8:00:00""]],""rejected_by"":[]}","{""id"":""9af1f9d534994af4b9044fd58a395ec8"",""technique"":""T1595: Active Scanning"",""event_uids"":[""198669-start""],""instance_name"":""bonjour"",""explanation"":"""",""doubt"":true,""labelled_by"":[[""auto-triggers"",""12/09/2024 8:00:00""]],""rejected_by"":[]}",,,,"{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.230.10/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-18 02:37:03.926"",""end_time"":""2024-05-18 02:37:39.032""}","[{""row"":556173,""ts"":""2024-05-18T02:37:03.956000"",""src"":""10.35.230.10"",""dst"":""80.75.212.75"",""sp"":10000,""dp"":34509},{""row"":556174,""ts"":""2024-05-18T02:37:03.956000"",""src"":""80.75.212.75"",""dst"":""10.35.230.10"",""sp"":34509,""dp"":10000},{""row"":556175,""ts"":""2024-05-18T02:37:03.963000"",""src"":""10.35.230.10"",""dst"":""10.35.230.1"",""sp"":48188,""dp"":80}]",R5：自动规则未命中；异常诊断候选不得用于训练。,relation是否存在地址/时间/成员错误，还是确实无对应Flow？,,,,,
dimension,97b85659510e47c7a1574319e6f762d5,T1595,B,True,R5,0,0,"{""id"":""97b85659510e47c7a1574319e6f762d5"",""event_uids"":[""80570-start""],""instance_name"":""dimension"",""query"":""any where log_file : \""flows.log\"" and instance_name == \""dimension\"" and string(src_ip) like \""10.35.*.10\"" and string(dst_ip) like \""0.35.222.20\"" and timestamp >= \""2024-05-18 00:45:36.300\"" and timestamp <= \""2024-05-18 00:45:53.453\"""",""data"":{""src_ip"":""10.35.*.10"",""dst_ip"":""0.35.222.20"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-18 00:45:36.300"",""end_time"":""2024-05-18 00:45:53.453""},""labelled_by"":[[""auto-web-ip"",""12/09/2024 8:00:00""]],""rejected_by"":[]}","{""id"":""ed5b061665f849db9d4321e57360da57"",""technique"":""T1595: Active Scanning"",""event_uids"":[""80570-start""],""instance_name"":""dimension"",""explanation"":"""",""doubt"":true,""labelled_by"":[[""auto-triggers"",""12/09/2024 8:00:00""]],""rejected_by"":[]}",,,,"{""src_ip"":""10.35.*.10"",""dst_ip"":""0.35.222.20"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-18 00:45:36.300"",""end_time"":""2024-05-18 00:45:53.453""}","[{""row"":305671,""ts"":""2024-05-18T00:45:36.303000"",""src"":""10.35.222.10"",""dst"":""10.35.222.20"",""sp"":0,""dp"":8},{""row"":305672,""ts"":""2024-05-18T00:45:36.303000"",""src"":""10.35.222.20"",""dst"":""10.35.222.10"",""sp"":0,""dp"":0},{""row"":305673,""ts"":""2024-05-18T00:45:36.306000"",""src"":""10.35.222.10"",""dst"":""10.35.222.20"",""sp"":0,""dp"":8}]",R5：自动规则未命中；异常诊断候选不得用于训练。,relation是否存在地址/时间/成员错误，还是确实无对应Flow？,,,,,
eclairant,4f8be4c5c44842a2b2d3de073144e933,T1595,B,True,R5,0,0,"{""id"":""4f8be4c5c44842a2b2d3de073144e933"",""event_uids"":[""46532-start""],""instance_name"":""eclairant"",""query"":""any where log_file : \""flows.log\"" and instance_name == \""eclairant\"" and string(src_ip) like \""10.35.*.10\"" and cidrMatch(dst_ip, \""10.35.159.0/24\"") and timestamp >= \""2024-05-18 01:01:46.795\"" and timestamp <= \""2024-05-18 01:01:57.956\"""",""data"":{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.159.0/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-18 01:01:46.795"",""end_time"":""2024-05-18 01:01:57.956""},""labelled_by"":[[""auto-cidr"",""12/09/2024 8:00:00""]],""rejected_by"":[]}","{""id"":""a16f2991c65045ab94fae643cb53811d"",""technique"":""T1595: Active Scanning"",""event_uids"":[""46532-start""],""instance_name"":""eclairant"",""explanation"":"""",""doubt"":true,""labelled_by"":[[""auto-triggers"",""12/09/2024 8:00:00""]],""rejected_by"":[]}",,,,"{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.159.0/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-18 01:01:46.795"",""end_time"":""2024-05-18 01:01:57.956""}","[{""row"":495199,""ts"":""2024-05-18T01:01:46.821000"",""src"":""10.35.159.10"",""dst"":""10.35.159.1"",""sp"":46832,""dp"":80},{""row"":495200,""ts"":""2024-05-18T01:01:46.821000"",""src"":""10.35.159.1"",""dst"":""10.35.159.10"",""sp"":80,""dp"":46832},{""row"":495201,""ts"":""2024-05-18T01:01:46.906000"",""src"":""10.135.159.10"",""dst"":""95.49.144.8"",""sp"":0,""dp"":3}]",R5：自动规则未命中；异常诊断候选不得用于训练。,relation是否存在地址/时间/成员错误，还是确实无对应Flow？,,,,,
eloquent,7920517f75af47aa9a8064ce7b7fa338,T1595,B,True,R5,0,0,"{""id"":""7920517f75af47aa9a8064ce7b7fa338"",""event_uids"":[""159288-start""],""instance_name"":""eloquent"",""query"":""any where log_file : \""flows.log\"" and instance_name == \""eloquent\"" and string(src_ip) like \""10.35.*.10\"" and cidrMatch(dst_ip, \""10.35.212.10/24\"") and timestamp >= \""2024-05-17 21:46:09.869\"" and timestamp <= \""2024-05-17 21:53:53.236\"""",""data"":{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.212.10/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-17 21:46:09.869"",""end_time"":""2024-05-17 21:53:53.236""},""labelled_by"":[[""auto-cidr"",""12/09/2024 8:00:00""]],""rejected_by"":[]}","{""id"":""9d0a282cd8154e91bfe57492e22cf083"",""technique"":""T1595: Active Scanning"",""event_uids"":[""159288-start""],""instance_name"":""eloquent"",""explanation"":"""",""doubt"":true,""labelled_by"":[[""auto-triggers"",""12/09/2024 8:00:00""]],""rejected_by"":[]}",,,,"{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.212.10/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-17 21:46:09.869"",""end_time"":""2024-05-17 21:53:53.236""}","[{""row"":468151,""ts"":""2024-05-17T21:46:10.096000"",""src"":""10.35.212.10"",""dst"":""10.35.212.1"",""sp"":47314,""dp"":80},{""row"":468152,""ts"":""2024-05-17T21:46:10.096000"",""src"":""10.35.212.1"",""dst"":""10.35.212.10"",""sp"":80,""dp"":47314},{""row"":468153,""ts"":""2024-05-17T21:46:10.797000"",""src"":""10.35.212.10"",""dst"":""10.35.212.11"",""sp"":57728,""dp"":80}]",R5：自动规则未命中；异常诊断候选不得用于训练。,relation是否存在地址/时间/成员错误，还是确实无对应Flow？,,,,,
enchante,23163fe6a0b343fe9e0604791ffb153c,T1595,B,True,R5,0,0,"{""id"":""23163fe6a0b343fe9e0604791ffb153c"",""event_uids"":[""263485-meet""],""instance_name"":""enchante"",""query"":""any where log_file : \""flows.log\"" and instance_name == \""enchante\"" and string(src_ip) like \""10.35.*.11\"" and string(dst_ip) like \""2.18.0.1\"" and timestamp >= \""2024-05-18 02:33:39.329\"" and timestamp <= \""2024-05-18 02:34:28.186\"""",""data"":{""src_ip"":""10.35.*.11"",""dst_ip"":""2.18.0.1"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-18 02:33:39.329"",""end_time"":""2024-05-18 02:34:28.186""},""labelled_by"":[[""auto-web-ip"",""12/09/2024 8:00:00""]],""rejected_by"":[]}","{""id"":""db68dbe2f79547988879a90a7c4005a0"",""technique"":""T1595: Active Scanning"",""event_uids"":[""263485-meet""],""instance_name"":""enchante"",""explanation"":"""",""doubt"":true,""labelled_by"":[[""auto-triggers"",""12/09/2024 8:00:00""]],""rejected_by"":[]}",,,,"{""src_ip"":""10.35.*.11"",""dst_ip"":""2.18.0.1"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-18 02:33:39.329"",""end_time"":""2024-05-18 02:34:28.186""}","[{""row"":533880,""ts"":""2024-05-18T02:33:42.977000"",""src"":""10.135.104.10"",""dst"":""194.26.29.158"",""sp"":54321,""dp"":47989},{""row"":533881,""ts"":""2024-05-18T02:33:42.977000"",""src"":""194.26.29.158"",""dst"":""10.135.104.10"",""sp"":47989,""dp"":54321},{""row"":533882,""ts"":""2024-05-18T02:33:45.196000"",""src"":""92.222.186.1"",""dst"":""10.135.104.10"",""sp"":0,""dp"":8}]",R5：自动规则未命中；异常诊断候选不得用于训练。,relation是否存在地址/时间/成员错误，还是确实无对应Flow？,,,,,
epanoui,44d95df1c1234d1a8bb5e82c75f7b6fc,T1595,B,True,R5,0,0,"{""id"":""44d95df1c1234d1a8bb5e82c75f7b6fc"",""event_uids"":[""111280-start""],""instance_name"":""epanoui"",""query"":""any where log_file : \""flows.log\"" and instance_name == \""epanoui\"" and string(src_ip) like \""10.35.*.10\"" and cidrMatch(dst_ip, \""10.35.157.10/24\"") and timestamp >= \""2024-05-17 23:13:03.581\"" and timestamp <= \""2024-05-17 23:14:02.244\"""",""data"":{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.157.10/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-17 23:13:03.581"",""end_time"":""2024-05-17 23:14:02.244""},""labelled_by"":[[""auto-cidr"",""12/09/2024 8:00:00""]],""rejected_by"":[]}","{""id"":""2fa997eec3484300a221e01f9a5aff88"",""technique"":""T1595: Active Scanning"",""event_uids"":[""111280-start""],""instance_name"":""epanoui"",""explanation"":"""",""doubt"":true,""labelled_by"":[[""auto-triggers"",""12/09/2024 8:00:00""]],""rejected_by"":[]}",,,,"{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.157.10/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-17 23:13:03.581"",""end_time"":""2024-05-17 23:14:02.244""}","[{""row"":292631,""ts"":""2024-05-17T23:13:03.586000"",""src"":""10.35.157.10"",""dst"":""10.35.157.1"",""sp"":57600,""dp"":80},{""row"":292632,""ts"":""2024-05-17T23:13:03.587000"",""src"":""10.35.157.1"",""dst"":""10.35.157.10"",""sp"":80,""dp"":57600},{""row"":292633,""ts"":""2024-05-17T23:13:03.724000"",""src"":""167.114.37.1"",""dst"":""10.135.157.10"",""sp"":0,""dp"":8}]",R5：自动规则未命中；异常诊断候选不得用于训练。,relation是否存在地址/时间/成员错误，还是确实无对应Flow？,,,,,
epique,14e798c7cd4a4ff189b7949b820ccdfd,T1595,B,True,R5,0,0,"{""id"":""14e798c7cd4a4ff189b7949b820ccdfd"",""event_uids"":[""86683-start""],""instance_name"":""epique"",""query"":""any where log_file : \""flows.log\"" and instance_name == \""epique\"" and string(src_ip) like \""10.35.*.10\"" and cidrMatch(dst_ip, \""10.35.225.0/24\"") and timestamp >= \""2024-05-17 21:55:25.378\"" and timestamp <= \""2024-05-17 21:55:25.534\"""",""data"":{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.225.0/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-17 21:55:25.378"",""end_time"":""2024-05-17 21:55:25.534""},""labelled_by"":[[""auto-cidr"",""12/09/2024 8:00:00""]],""rejected_by"":[]}","{""id"":""6224fa4714b149a5adbb555c6dfd3d1c"",""technique"":""T1595: Active Scanning"",""event_uids"":[""86683-start"",""85559-start"",""87053-start"",""87460-start"",""87902-start"",""88561-start"",""89032-start"",""89505-start""],""instance_name"":""epique"",""explanation"":"""",""doubt"":true,""labelled_by"":[[""validation1"",""2025-02-25 21:15:21""]],""rejected_by"":[]}",,,,"{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.225.0/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-17 21:55:25.378"",""end_time"":""2024-05-17 21:55:25.534""}","[{""row"":269169,""ts"":""2024-05-17T21:55:25.383000"",""src"":""10.135.225.20"",""dst"":""213.186.33.99"",""sp"":43468,""dp"":53},{""row"":269170,""ts"":""2024-05-17T21:55:25.383000"",""src"":""10.135.225.20"",""dst"":""213.186.33.99"",""sp"":43468,""dp"":53},{""row"":269171,""ts"":""2024-05-17T21:55:25.383000"",""src"":""10.35.225.20"",""dst"":""213.186.33.99"",""sp"":33967,""dp"":53}]",R5：自动规则未命中；异常诊断候选不得用于训练。,relation是否存在地址/时间/成员错误，还是确实无对应Flow？,,,,,
evolution,1818bb68ce71491781eda2644b68f8b1,T1595,B,True,R5,0,0,"{""id"":""1818bb68ce71491781eda2644b68f8b1"",""event_uids"":[""422921-start""],""instance_name"":""evolution"",""query"":""any where log_file : \""flows.log\"" and instance_name == \""evolution\"" and string(src_ip) like \""10.35.*.10\"" and cidrMatch(dst_ip, \""10.35.113.0/24\"") and timestamp >= \""2024-05-17 23:51:19.128\"" and timestamp <= \""2024-05-17 23:59:23.458\"""",""data"":{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.113.0/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-17 23:51:19.128"",""end_time"":""2024-05-17 23:59:23.458""},""labelled_by"":[[""auto-cidr"",""12/09/2024 8:00:00""]],""rejected_by"":[]}","{""id"":""971030130d1e4e1c83b67d6a2236f92f"",""technique"":""T1595: Active Scanning"",""event_uids"":[""422921-start""],""instance_name"":""evolution"",""explanation"":"""",""doubt"":true,""labelled_by"":[[""auto-triggers"",""12/09/2024 8:00:00""]],""rejected_by"":[]}",,,,"{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.113.0/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-17 23:51:19.128"",""end_time"":""2024-05-17 23:59:23.458""}","[{""row"":983169,""ts"":""2024-05-17T23:51:19.158000"",""src"":""10.35.113.10"",""dst"":""213.186.33.99"",""sp"":59557,""dp"":53},{""row"":983170,""ts"":""2024-05-17T23:51:19.158000"",""src"":""10.35.113.10"",""dst"":""213.186.33.99"",""sp"":59557,""dp"":53},{""row"":983171,""ts"":""2024-05-17T23:51:19.158000"",""src"":""10.35.113.10"",""dst"":""213.186.33.99"",""sp"":59557,""dp"":53}]",R5：自动规则未命中；异常诊断候选不得用于训练。,relation是否存在地址/时间/成员错误，还是确实无对应Flow？,,,,,
exquis,2fb00a455d134919901fbca839d596bd,T1595,B,True,R5,0,0,"{""id"":""2fb00a455d134919901fbca839d596bd"",""event_uids"":[""435646-meet""],""instance_name"":""exquis"",""query"":""any where log_file : \""flows.log\"" and instance_name == \""exquis\"" and string(src_ip) like \""10.35.*.11\"" and cidrMatch(dst_ip, \""172.18.0.0/24\"") and timestamp >= \""2024-05-18 03:48:01.780\"" and timestamp <= \""2024-05-18 03:50:13.432\"""",""data"":{""src_ip"":""10.35.*.11"",""dst_ip"":""172.18.0.0/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-18 03:48:01.780"",""end_time"":""2024-05-18 03:50:13.432""},""labelled_by"":[[""auto-cidr"",""12/09/2024 8:00:00""]],""rejected_by"":[]}","{""id"":""cc58df7a1d204052bafaf46bc18433db"",""technique"":""T1595: Active Scanning"",""event_uids"":[""435646-meet""],""instance_name"":""exquis"",""explanation"":"""",""doubt"":true,""labelled_by"":[[""auto-triggers"",""12/09/2024 8:00:00""]],""rejected_by"":[]}",,,,"{""src_ip"":""10.35.*.11"",""dst_ip"":""172.18.0.0/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-18 03:48:01.780"",""end_time"":""2024-05-18 03:50:13.432""}","[{""row"":531227,""ts"":""2024-05-18T03:48:01.784000"",""src"":""10.35.164.11"",""dst"":""213.186.33.99"",""sp"":39033,""dp"":53},{""row"":531228,""ts"":""2024-05-18T03:48:01.784000"",""src"":""10.35.164.11"",""dst"":""213.186.33.99"",""sp"":39033,""dp"":53},{""row"":531229,""ts"":""2024-05-18T03:48:01.784000"",""src"":""10.35.164.11"",""dst"":""213.186.33.99"",""sp"":39033,""dp"":53}]",R5：自动规则未命中；异常诊断候选不得用于训练。,relation是否存在地址/时间/成员错误，还是确实无对应Flow？,,,,,
aerien,8a69576cfaf84eb6917f775b7face746,T1595,B,True,R5,0,0,"{""id"":""8a69576cfaf84eb6917f775b7face746"",""event_uids"":[""90941-start""],""instance_name"":""aerien"",""query"":""any where log_file : \""flows.log\"" and instance_name == \""aerien\"" and string(src_ip) like \""10.35.*.10\"" and cidrMatch(dst_ip, \""10.35.180.10/24\"") and timestamp >= \""2024-05-17 23:57:51.875\"" and timestamp <= \""2024-05-17 23:58:03.024\"""",""data"":{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.180.10/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-17 23:57:51.875"",""end_time"":""2024-05-17 23:58:03.024""},""labelled_by"":[[""auto-cidr"",""12/09/2024 8:00:00""]],""rejected_by"":[]}","{""id"":""684089cc527d46bb954a5d0649eb7c9e"",""technique"":""T1595: Active Scanning"",""event_uids"":[""90941-start""],""instance_name"":""aerien"",""explanation"":"""",""doubt"":true,""labelled_by"":[[""auto-triggers"",""12/09/2024 8:00:00""]],""rejected_by"":[]}",,,,"{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.180.10/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-17 23:57:51.875"",""end_time"":""2024-05-17 23:58:03.024""}","[{""row"":294006,""ts"":""2024-05-17T23:57:51.882000"",""src"":""10.35.180.1"",""dst"":""10.35.180.10"",""sp"":80,""dp"":38018},{""row"":294007,""ts"":""2024-05-17T23:57:51.882000"",""src"":""10.35.180.10"",""dst"":""10.35.180.1"",""sp"":38018,""dp"":80},{""row"":294008,""ts"":""2024-05-17T23:57:52.383000"",""src"":""10.35.180.10"",""dst"":""10.35.180.11"",""sp"":39852,""dp"":80}]",R5：自动规则未命中；异常诊断候选不得用于训练。,relation是否存在地址/时间/成员错误，还是确实无对应Flow？,,,,,
