instance,raw_technique_id,parent_technique_id_v19_1,label_record_count,doubt_record_count,relation_linked_record_count,has_relation_file
eclairant,T1125,T1125,9,0,7,True
eclairant,T1518,T1518,2,0,0,True
eclairant,T1548,T1548,1,0,0,True
eclairant,T1567,T1567,1,0,0,True
eclairant,T1572,T1572,11,0,1,True
eclairant,T1587,T1587,3,0,0,True
eclairant,T1595,T1595,36,36,9,True
eclatant,T1007,T1007,1,0,0,False
eclatant,T1021,T1021,5,0,0,False
eclatant,T1033,T1033,7,0,0,False
eclatant,T1046,T1046,6,0,0,False
eclatant,T1057,T1057,2,0,0,False
eclatant,T1078,T1078,1,0,0,False
eclatant,T1083,T1083,16,0,0,False
eclatant,T1518,T1518,2,0,0,False
eclatant,T1548,T1548,1,0,0,False
eclatant,T1595,T1595,3,3,0,False
eclatium,T1016,T1016,1,0,0,False
eclatium,T1021,T1021,4,0,0,False
eclatium,T1033,T1033,2,0,0,False
eclatium,T1041,T1041,2,0,0,False
eclatium,T1068,T1068,2,0,0,False
eclatium,T1078,T1078,1,0,0,False
eclatium,T1083,T1083,2,0,0,False
eclatium,T1105,T1105,1,0,0,False
eclatium,T1114,T1114,2,0,0,False
eclatium,T1124,T1124,1,0,0,False
eclatium,T1572,T1572,1,0,0,False
eclipsia,T1033,T1033,1,0,0,False
elmerf,T1021,T1021,1,0,0,False
elmerf,T1033,T1033,1,0,0,False
elmerf,T1068,T1068,2,0,0,False
elmerf,T1083,T1083,1,0,0,False
elmerf,T1105,T1105,1,0,0,False
elmerf,T1114,T1114,1,0,0,False
elmerf,T1518,T1518,1,0,0,False
eloquent,T1007,T1007,1,0,0,True
eloquent,T1018,T1018,6,0,6,True
eloquent,T1021,T1021,8,0,1,True
eloquent,T1033,T1033,3,0,0,True
eloquent,T1046,T1046,13,0,8,True
eloquent,T1057,T1057,2,0,0,True
eloquent,T1068,T1068,3,0,0,True
eloquent,T1069,T1069,1,0,0,True
eloquent,T1070,T1070,1,0,0,True
eloquent,T1078,T1078,3,0,0,True
eloquent,T1083,T1083,12,0,0,True
eloquent,T1114,T1114,15,0,0,True
eloquent,T1125,T1125,1,0,0,True
eloquent,T1518,T1518,4,0,0,True
eloquent,T1548,T1548,8,0,0,True
eloquent,T1550,T1550,3,0,0,True
eloquent,T1595,T1595,6,6,5,True
eloquent,T1602,T1602,1,0,0,True
emotion,T1016,T1016,1,0,0,True
emotion,T1021,T1021,15,0,1,True
emotion,T1033,T1033,2,0,0,True
emotion,T1068,T1068,1,0,0,True
emotion,T1078,T1078,3,0,0,True
emotion,T1083,T1083,4,0,0,True
emotion,T1105,T1105,4,0,0,True
emotion,T1114,T1114,3,0,0,True
emotion,T1518,T1518,1,0,0,True
emotion,T1550,T1550,2,0,0,True
emotion,T1649,T1649,1,0,0,True
emotionia,T1003,T1003,4,0,0,True
emotionia,T1005,T1005,1,0,0,True
emotionia,T1007,T1007,1,0,0,True
emotionia,T1016,T1016,2,0,1,True
emotionia,T1018,T1018,8,0,4,True
emotionia,T1021,T1021,9,0,0,True
emotionia,T1033,T1033,12,0,0,True
emotionia,T1046,T1046,5,0,3,True
emotionia,T1057,T1057,10,0,0,True
emotionia,T1068,T1068,3,0,0,True
emotionia,T1069,T1069,4,0,0,True
emotionia,T1070,T1070,1,0,0,True
emotionia,T1082,T1082,6,0,3,True
emotionia,T1083,T1083,17,0,0,True
emotionia,T1098,T1098,2,0,0,True
emotionia,T1105,T1105,17,0,0,True
emotionia,T1114,T1114,9,0,0,True
emotionia,T1132,T1132,1,0,0,True
emotionia,T1222,T1222,6,0,0,True
emotionia,T1518,T1518,4,0,0,True
emotionia,T1548,T1548,3,0,0,True
emotionia,T1550,T1550,2,0,0,True
emotionia,T1572,T1572,13,0,13,True
emotionia,T1595,T1595,11,11,7,True
emotionia,T1608,T1608,1,0,0,True
emotionia,T1613,T1613,3,0,0,True
enchante,T1011,T1011,23,0,0,True
enchante,T1016,T1016,5,0,4,True
enchante,T1018,T1018,15,0,7,True
enchante,T1021,T1021,21,0,0,True
enchante,T1033,T1033,22,0,0,True
enchante,T1046,T1046,15,0,6,True
enchante,T1068,T1068,5,0,0,True
enchante,T1069,T1069,5,0,0,True
enchante,T1070,T1070,4,0,0,True
enchante,T1078,T1078,5,0,0,True
enchante,T1082,T1082,3,0,1,True
enchante,T1083,T1083,66,0,0,True
enchante,T1105,T1105,9,0,0,True
enchante,T1110,T1110,1,0,0,True
enchante,T1114,T1114,30,0,0,True
enchante,T1125,T1125,12,0,1,True
enchante,T1136,T1136,1,0,0,True
enchante,T1221,T1221,61,0,0,True
enchante,T1222,T1222,6,0,0,True
enchante,T1518,T1518,7,0,0,True
enchante,T1548,T1548,3,0,0,True
enchante,T1550,T1550,1,0,0,True
enchante,T1567,T1567,2,0,0,True
enchante,T1570,T1570,4,0,0,True
enchante,T1572,T1572,1,0,0,True
enchante,T1587,T1587,80,0,0,True
enchante,T1595,T1595,17,17,7,True
enchante,T1608,T1608,3,0,0,True
enchante,T1654,T1654,2,0,0,True
epanoui,T1016,T1016,1,0,0,True
epanoui,T1018,T1018,1,0,0,True
epanoui,T1033,T1033,6,0,0,True
epanoui,T1046,T1046,21,0,1,True
epanoui,T1057,T1057,2,0,0,True
epanoui,T1069,T1069,3,0,0,True
epanoui,T1082,T1082,6,0,4,True
epanoui,T1083,T1083,6,0,0,True
epanoui,T1105,T1105,5,0,0,True
epanoui,T1125,T1125,1,0,0,True
epanoui,T1222,T1222,1,0,0,True
epanoui,T1595,T1595,18,18,1,True
epique,T1003,T1003,4,0,0,True
epique,T1006,T1006,1,0,0,True
epique,T1007,T1007,10,0,0,True
epique,T1016,T1016,17,0,0,True
epique,T1018,T1018,8,0,0,True
epique,T1021,T1021,49,0,0,True
epique,T1033,T1033,17,0,0,True
epique,T1040,T1040,2,0,0,True
epique,T1046,T1046,37,0,20,True
epique,T1049,T1049,12,0,0,True
epique,T1057,T1057,24,0,0,True
epique,T1068,T1068,2,0,0,True
epique,T1069,T1069,3,0,0,True
epique,T1070,T1070,1,0,0,True
epique,T1074,T1074,3,0,0,True
epique,T1082,T1082,6,0,2,True
epique,T1083,T1083,65,0,0,True
epique,T1105,T1105,7,0,0,True
epique,T1114,T1114,18,0,0,True
epique,T1125,T1125,6,0,0,True
epique,T1222,T1222,2,0,0,True
epique,T1518,T1518,12,0,0,True
epique,T1548,T1548,7,0,0,True
epique,T1550,T1550,2,0,0,True
epique,T1556,T1556,4,0,0,True
epique,T1560,T1560,1,0,0,True
epique,T1567,T1567,3,0,0,True
epique,T1569,T1569,2,0,0,True
epique,T1570,T1570,2,0,0,True
epique,T1587,T1587,1,0,0,True
epique,T1590,T1590,4,0,0,True
epique,T1595,T1595,24,24,4,True
epique,T1608,T1608,1,0,0,True
epique,T1613,T1613,6,0,0,True
epique,T1654,T1654,1,0,0,True
etoile,T1033,T1033,2,0,0,False
etoile,T1046,T1046,10,0,0,False
etoile,T1049,T1049,1,0,0,False
etoile,T1069,T1069,2,0,0,False
etoile,T1518,T1518,1,0,0,False
etoile,T1595,T1595,7,7,0,False
etonnant,T1016,T1016,1,0,0,True
etonnant,T1018,T1018,6,0,0,True
etonnant,T1021,T1021,8,0,0,True
etonnant,T1033,T1033,12,0,0,True
etonnant,T1046,T1046,5,0,0,True
etonnant,T1049,T1049,7,0,0,True
etonnant,T1057,T1057,10,0,0,True
etonnant,T1068,T1068,1,0,0,True
etonnant,T1069,T1069,1,0,0,True
etonnant,T1082,T1082,3,0,1,True
etonnant,T1083,T1083,25,0,0,True
etonnant,T1087,T1087,1,0,0,True
etonnant,T1098,T1098,2,0,0,True
etonnant,T1105,T1105,2,0,0,True
etonnant,T1114,T1114,3,0,0,True
etonnant,T1125,T1125,3,0,0,True
etonnant,T1222,T1222,3,0,0,True
etonnant,T1518,T1518,2,0,0,True
etonnant,T1548,T1548,5,0,0,True
etonnant,T1550,T1550,1,0,0,True
etonnant,T1565,T1565,1,0,0,True
etonnant,T1595,T1595,11,11,0,True
etonnant,T1613,T1613,2,0,0,True
etonnant,T1649,T1649,1,0,0,True
etonnant,T1654,T1654,1,0,0,True
etourdi,T1033,T1033,1,0,0,False
etourdi,T1083,T1083,3,0,0,False
evolution,T1005,T1005,1,0,0,True
evolution,T1007,T1007,1,0,0,True
evolution,T1018,T1018,3,0,3,True
evolution,T1021,T1021,13,0,0,True
evolution,T1033,T1033,5,0,0,True
evolution,T1046,T1046,24,0,4,True
evolution,T1049,T1049,6,0,0,True
evolution,T1057,T1057,4,0,0,True
evolution,T1068,T1068,3,0,0,True
evolution,T1069,T1069,2,0,0,True
evolution,T1070,T1070,2,0,0,True
evolution,T1078,T1078,1,0,0,True
evolution,T1082,T1082,2,0,2,True
evolution,T1083,T1083,19,0,0,True
evolution,T1105,T1105,5,0,0,True
evolution,T1114,T1114,4,0,0,True
evolution,T1125,T1125,1,0,0,True
evolution,T1222,T1222,2,0,0,True
evolution,T1518,T1518,1,0,0,True
evolution,T1595,T1595,16,16,7,True
exaltant,T1003,T1003,1,0,0,False
exaltant,T1016,T1016,1,0,0,False
exaltant,T1018,T1018,2,0,0,False
exaltant,T1021,T1021,4,0,0,False
exaltant,T1033,T1033,5,0,0,False
exaltant,T1046,T1046,4,0,0,False
exaltant,T1049,T1049,1,0,0,False
exaltant,T1068,T1068,2,0,0,False
exaltant,T1078,T1078,2,0,0,False
exaltant,T1083,T1083,10,0,0,False
exaltant,T1087,T1087,1,0,0,False
exaltant,T1098,T1098,1,0,0,False
exaltant,T1114,T1114,4,0,0,False
exaltant,T1125,T1125,1,0,0,False
exaltant,T1518,T1518,2,0,0,False
exaltant,T1548,T1548,2,0,0,False
exquis,T1016,T1016,1,0,0,True
exquis,T1021,T1021,13,0,0,True
exquis,T1033,T1033,9,0,0,True
exquis,T1046,T1046,41,0,10,True
exquis,T1057,T1057,18,0,0,True
exquis,T1068,T1068,5,0,0,True
exquis,T1069,T1069,4,0,0,True
exquis,T1070,T1070,3,0,0,True
exquis,T1078,T1078,1,0,0,True
exquis,T1082,T1082,15,0,3,True
exquis,T1083,T1083,24,0,0,True
exquis,T1105,T1105,12,0,1,True
exquis,T1125,T1125,1,0,0,True
exquis,T1222,T1222,4,0,0,True
exquis,T1518,T1518,1,0,0,True
exquis,T1548,T1548,8,0,0,True
exquis,T1550,T1550,5,0,0,True
exquis,T1592,T1592,1,0,0,True
exquis,T1595,T1595,10,10,3,True
exquis,T1613,T1613,13,0,0,True
exquis,T1654,T1654,3,0,0,True
exuberant,T1007,T1007,3,0,0,True
exuberant,T1021,T1021,11,0,0,True
exuberant,T1033,T1033,6,0,0,True
exuberant,T1040,T1040,4,0,0,True
exuberant,T1046,T1046,11,0,2,True
exuberant,T1068,T1068,3,0,0,True
exuberant,T1069,T1069,3,0,0,True
exuberant,T1078,T1078,4,0,0,True
exuberant,T1083,T1083,6,0,0,True
exuberant,T1098,T1098,1,0,0,True
exuberant,T1105,T1105,1,0,0,True
exuberant,T1114,T1114,16,0,0,True
exuberant,T1125,T1125,1,0,0,True
exuberant,T1132,T1132,1,0,0,True
exuberant,T1222,T1222,1,0,0,True
exuberant,T1518,T1518,3,0,0,True
exuberant,T1548,T1548,3,0,0,True
exuberant,T1595,T1595,4,4,2,True
exuberant,T1654,T1654,4,0,0,True
fabuleux,T1005,T1005,16,0,0,True
fabuleux,T1007,T1007,5,0,0,True
fabuleux,T1011,T1011,8,0,0,True
fabuleux,T1016,T1016,1,0,0,True
fabuleux,T1018,T1018,13,0,7,True
fabuleux,T1021,T1021,12,0,1,True
fabuleux,T1033,T1033,27,0,0,True
fabuleux,T1046,T1046,19,0,9,True
fabuleux,T1049,T1049,1,0,0,True
fabuleux,T1057,T1057,4,0,0,True
fabuleux,T1068,T1068,5,0,0,True
fabuleux,T1069,T1069,6,0,0,True
fabuleux,T1070,T1070,1,0,0,True
fabuleux,T1078,T1078,5,0,0,True
fabuleux,T1082,T1082,3,0,0,True
fabuleux,T1083,T1083,27,0,0,True
fabuleux,T1105,T1105,3,0,0,True
fabuleux,T1110,T1110,2,0,0,True
fabuleux,T1114,T1114,3,0,0,True
fabuleux,T1124,T1124,1,0,0,True
fabuleux,T1125,T1125,11,0,2,True
fabuleux,T1222,T1222,7,0,0,True
fabuleux,T1518,T1518,4,0,0,True
fabuleux,T1548,T1548,2,0,0,True
fabuleux,T1550,T1550,5,0,0,True
fabuleux,T1570,T1570,8,0,0,True
fabuleux,T1572,T1572,1,0,0,True
fabuleux,T1587,T1587,12,0,0,True
fabuleux,T1595,T1595,10,10,8,True
fabuleux,T1602,T1602,1,0,0,True
fabuleux,T1608,T1608,3,0,0,True
fabuleux,T1613,T1613,1,0,0,True
fabuleux,T1654,T1654,1,0,0,True
fantaisie,T1005,T1005,3,0,0,True
fantaisie,T1011,T1011,4,0,0,True
fantaisie,T1016,T1016,1,0,0,True
fantaisie,T1018,T1018,1,0,0,True
fantaisie,T1021,T1021,8,0,0,True
fantaisie,T1033,T1033,6,0,0,True
fantaisie,T1046,T1046,6,0,3,True
fantaisie,T1049,T1049,1,0,0,True
fantaisie,T1057,T1057,1,0,0,True
fantaisie,T1068,T1068,3,0,0,True
fantaisie,T1069,T1069,1,0,0,True
fantaisie,T1082,T1082,1,0,0,True
fantaisie,T1083,T1083,20,0,0,True
fantaisie,T1105,T1105,1,0,0,True
fantaisie,T1110,T1110,3,0,0,True
fantaisie,T1114,T1114,3,0,0,True
fantaisie,T1125,T1125,9,0,0,True
fantaisie,T1136,T1136,1,0,0,True
fantaisie,T1222,T1222,1,0,0,True
fantaisie,T1518,T1518,2,0,0,True
fantaisie,T1570,T1570,2,0,0,True
fantaisie,T1587,T1587,2,0,0,True
fantaisie,T1592,T1592,1,0,0,True
fantaisie,T1595,T1595,7,7,3,True
feerique,T1005,T1005,2,0,0,True
feerique,T1007,T1007,1,0,0,True
feerique,T1016,T1016,1,0,1,True
feerique,T1021,T1021,6,0,0,True
feerique,T1033,T1033,8,0,0,True
feerique,T1046,T1046,5,0,0,True
feerique,T1057,T1057,1,0,0,True
feerique,T1068,T1068,2,0,0,True
feerique,T1069,T1069,4,0,0,True
feerique,T1078,T1078,1,0,0,True
feerique,T1082,T1082,3,0,1,True
feerique,T1083,T1083,11,0,0,True
feerique,T1105,T1105,3,0,0,True
feerique,T1518,T1518,3,0,0,True
feerique,T1548,T1548,2,0,0,True
feerique,T1567,T1567,1,0,0,True
feerique,T1613,T1613,2,0,0,True
feerique,T1654,T1654,1,0,0,True
festif,T1016,T1016,1,0,0,True
festif,T1021,T1021,2,0,0,True
festif,T1033,T1033,2,0,0,True
festif,T1046,T1046,10,0,7,True
festif,T1057,T1057,1,0,0,True
festif,T1069,T1069,1,0,0,True
festif,T1083,T1083,1,0,0,True
festif,T1518,T1518,1,0,0,True
festif,T1548,T1548,1,0,0,True
festif,T1595,T1595,5,5,4,True
fougueux,T1021,T1021,3,0,0,False
fougueux,T1033,T1033,1,0,0,False
fougueux,T1068,T1068,1,0,0,False
fougueux,T1083,T1083,2,0,0,False
fougueux,T1098,T1098,1,0,0,False
fougueux,T1105,T1105,1,0,0,False
fougueux,T1114,T1114,6,0,0,False
fougueux,T1548,T1548,2,0,0,False
frivole,T1007,T1007,1,0,0,True
frivole,T1016,T1016,1,0,0,True
frivole,T1021,T1021,4,0,0,True
frivole,T1033,T1033,5,0,0,True
frivole,T1040,T1040,1,0,0,True
frivole,T1046,T1046,29,0,14,True
frivole,T1057,T1057,7,0,0,True
frivole,T1069,T1069,2,0,0,True
frivole,T1078,T1078,1,0,0,True
frivole,T1082,T1082,1,0,1,True
frivole,T1083,T1083,8,0,0,True
frivole,T1105,T1105,3,0,0,True
frivole,T1125,T1125,2,0,0,True
frivole,T1518,T1518,2,0,0,True
frivole,T1595,T1595,16,16,2,True
futuriste,T1003,T1003,2,0,0,True
futuriste,T1007,T1007,1,0,0,True
futuriste,T1011,T1011,1,0,0,True
futuriste,T1016,T1016,7,0,1,True
futuriste,T1018,T1018,3,0,1,True
futuriste,T1021,T1021,26,0,0,True
futuriste,T1033,T1033,13,0,0,True
futuriste,T1046,T1046,9,0,3,True
futuriste,T1057,T1057,12,0,0,True
futuriste,T1068,T1068,2,0,0,True
futuriste,T1069,T1069,4,0,0,True
futuriste,T1078,T1078,5,0,0,True
futuriste,T1082,T1082,3,0,0,True
futuriste,T1083,T1083,38,0,0,True
futuriste,T1087,T1087,2,0,0,True
futuriste,T1105,T1105,2,0,0,True
futuriste,T1114,T1114,5,0,0,True
futuriste,T1125,T1125,2,0,0,True
futuriste,T1518,T1518,9,0,0,True
futuriste,T1548,T1548,1,0,0,True
futuriste,T1560,T1560,1,0,0,True
futuriste,T1567,T1567,4,0,0,True
futuriste,T1595,T1595,7,7,1,True
gaiete,T1021,T1021,2,0,0,False
gaiete,T1033,T1033,1,0,0,False
gaiete,T1068,T1068,1,0,0,False
gaiete,T1078,T1078,1,0,0,False
gaiete,T1083,T1083,7,0,0,False
gaiete,T1114,T1114,1,0,0,False
gaiete,T1570,T1570,1,0,0,False
galaxie,T1016,T1016,1,0,0,True
galaxie,T1018,T1018,4,0,3,True
galaxie,T1033,T1033,37,0,0,True
galaxie,T1046,T1046,9,0,7,True
galaxie,T1049,T1049,4,0,0,True
galaxie,T1053,T1053,1,0,0,True
galaxie,T1057,T1057,6,0,0,True
galaxie,T1068,T1068,1,0,0,True
galaxie,T1069,T1069,1,0,0,True
galaxie,T1070,T1070,1,0,0,True
galaxie,T1082,T1082,2,0,1,True
galaxie,T1083,T1083,2,0,0,True
galaxie,T1087,T1087,3,0,0,True
galaxie,T1105,T1105,1,0,0,True
galaxie,T1114,T1114,1,0,0,True
galaxie,T1222,T1222,1,0,0,True
galaxie,T1518,T1518,2,0,0,True
galaxie,T1562,T1562,7,0,0,True
galaxie,T1587,T1587,2,0,0,True
galaxie,T1592,T1592,1,0,0,True
galaxie,T1595,T1595,6,6,4,True
galaxie,T1654,T1654,4,0,0,True
gallant,T1033,T1033,1,0,0,True
gallant,T1046,T1046,2,0,0,True
gallant,T1057,T1057,2,0,0,True
gallant,T1069,T1069,3,0,0,True
gallant,T1082,T1082,1,0,1,True
gallant,T1105,T1105,1,0,0,True
genereux,T1011,T1011,1,0,0,True
genereux,T1016,T1016,1,0,0,True
genereux,T1018,T1018,1,0,0,True
genereux,T1021,T1021,2,0,0,True
genereux,T1033,T1033,5,0,0,True
genereux,T1057,T1057,5,0,0,True
genereux,T1068,T1068,1,0,0,True
genereux,T1069,T1069,2,0,0,True
genereux,T1070,T1070,1,0,0,True
genereux,T1082,T1082,9,0,6,True
genereux,T1083,T1083,24,0,0,True
genereux,T1105,T1105,1,0,0,True
genereux,T1114,T1114,11,0,0,True
genereux,T1222,T1222,5,0,0,True
genereux,T1548,T1548,1,0,0,True
genereux,T1570,T1570,2,0,0,True
genereux,T1572,T1572,7,0,2,True
